title,artist,album,originalGenre,bpm,initialKey,volume,speed,beats,age,vocals,instruments,funk,attitude,weight,pitch,melody,energy,voice,sounds,mood,genre,other,dir
Certified One,Calvin Harris,Certified One (Cassius B Ju),Mashup,101,Am,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,heavy,high,melodic,active,female,balanced,calm,house,timeless,D:\Music\All\Calvin Harris - Certified One (Cassius B Ju).mp3
You Belong To Me,Bryan Adams,Bryan Adams,,100,A,loud,fast,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,male,,positive happy,rock,,D:\Music\All\Bryan Adams - You Belong To Me.mp3
Thinking About You,Calvin Harris,Calvin Harris,,128,Cm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,female,,positive uplifting,house,timeless,D:\Music\All\Calvin Harris - Thinking About You (Ayah Marar).mp3
We Found Love,Calvin Harris,Calvin Harris,Other,128,Ebm,loud,fast,flowing,modern,vocal,electronic,funky,cute,light,high,melodic dance,active,female,balanced,positive,techno pop,,D:\Music\All\Calvin Harris - We Found Love (Rihanna).mp3
Cola,Camelphat,Camelphat,,122,Bb,loud,progressive,rhythmic,new,vocal,electronic,funky,naughty,heavy,high,melodic,passive,male,balanced,tense,house,weird,D:\Music\All\Camelphat - Cola (Elderbrook).mp3
On The Road Again,Canned Heat,Canned Heat,,130,Em,loud,slow,flowing,old,vocal,guitar,funky,cute,light,high,melodic,passive,male,,calm,rock,,D:\Music\All\Canned Heat - On The Road Again.mp3
Shes A Bad Mama Jama,Carl Carlton,Carl Carlton,,114,Am,loud,slow,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,male,,positive,pop,,D:\Music\All\Carl Carlton - Shes A Bad Mama Jama.mp3
I Want You,Carl Cox,Carl Cox,,128,Em,loud,progressive,rhythmic,new,electro,electronic,cool,neutral,heavy,deep,minimal,active,ambient,strong,calm,house techno,timeless,D:\Music\All\Carl Cox - I Want You (Deadmau5).mp3
Call Me Maybe,Carly Rae Jepsen,Carly Rae Jepsen,,120,G,loud,fast,flowing,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive happy,pop,,D:\Music\All\Carly Rae Jepsen - Call Me Maybe.mp3
I Really Like You,Carly Rae Jepsen,Carly Rae Jepsen,,122,F,loud,fast,flowing,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive happy,pop,,D:\Music\All\Carly Rae Jepsen - I Really Like You.mp3
Last Night,Brookes Brothers,Brookes Brothers,,87,Cm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,balanced,positive happy uplifting,dnb,timeless,D:\Music\All\Brookes Brothers - Last Night.mp3
Why We Lose,Cartoon,Cartoon,,88,Em,loud,fast,rhythmic,new,vocal,electronic,funky,serious,light,high,melodic,active,male,balanced,calm,dnb,,D:\Music\All\Cartoon - Why We Lose (Coleman Trapp).mp3
The Sound Of Violence (Narcotic Thrust Edit),Cassius,Cassius,,127,G#m,loud,progressive,flowing,old,vocal,electronic,funky,serious,light,high,melodic,active,male,,positive,techno,timeless,D:\Music\All\Cassius - The Sound Of Violence (Narcotic Thrust Edit).mp3
The Sound Of Violence,Cassius,Cassius,,127,G#m,loud,progressive,rhythmic,old,vocal,electronic,cool,cute,light,high,melodic,active,male,,calm,techno pop,,D:\Music\All\Cassius - The Sound Of Violence (Narcotic Thrust).mp3
Its Happening,Catz N Dogz,Catz N Dogz,,123,Am,loud,progressive,rhythmic,new,vocal,electronic,funky,neutral,heavy,deep,minimal,passive,male,balanced,calm,house,,D:\Music\All\Catz N Dogz - Its Happening.mp3
Finally,Cece Peniston,Cece Peniston,,120,Bm,loud,progressive,rhythmic,old,vocal,electronic,funky,serious,light,high,melodic,passive,female,,calm,techno pop,,D:\Music\All\Cece Peniston - Finally.mp3
We Got A Love Thang,Cece Peniston,Cece Peniston,,120,Em,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,passive,female,,positive,house,,D:\Music\All\Cece Peniston - We Got A Love Thang.mp3
Feel You,Cedric Zeyenne,Cedric Zeyenne,,118,Gm,loud,slow,flowing,new,vocal,electronic,funky,cute,heavy,deep,melodic,passive,male,,calm,techno pop,,D:\Music\All\Cedric Zeyenne - Feel You.mp3
On On,Cartoon,Cartoon,,87,C#m,loud,fast,flowing,new,vocal,electronic,funky,cute,light,high,melodic,passive,male,,calm,techno,,D:\Music\All\Cartoon - On On (Daniel Levi).mp3
Got To Be Real,Cheryl Lynn,Cheryl Lynn,,128,Fm,loud,progressive,rhythmic,new,vocal,electronic,funky,neutral,light,high,melodic,active,female,balanced,positive,house,tofix,D:\Music\All\Cheryl Lynn - Got To Be Real (Lotrax).mp3
Double Dealin,Chevalier,Chevalier,,120,C#m,loud,progressive,rhythmic,new,vocal,electronic,funky,neutral,heavy,deep,minimal,passive,female,balanced,tense,house,,D:\Music\All\Chevalier - Double Dealin.mp3
Midnight Love,Chez Moon,Chez Moon,,123,Dm,loud,progressive,flowing,new,vocal,electronic,beautiful,cute,light,deep,melodic,passive,male,,positive,techno pop,,D:\Music\All\Chez Moon - Midnight Love (Rocco Rodamaal).mp3
Everybody Dance,Chic,Chic,,130,Fm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,passive,female,,positive,house,,D:\Music\All\Chic - Everybody Dance.mp3
Bombrun,Black Sun Empire,Black Sun Empire,,86,G#m,loud,fast,rhythmic,old,electro,electronic,cool,serious,heavy,deep,minimal,active,industrial,strong,tense,dnb,,D:\Music\All\Black Sun Empire - Bombrun.mp3
Bruised Water,Chicane,Chicane,Other,130,C#m,loud,fast,flowing,modern,vocal,electronic,beautiful,cute,light,high,melodic,active,female,balanced,calm,techno pop,tofix timeless,D:\Music\All\Chicane - Bruised Water (Natasha Bedingfield).mp3
Middledistancerunner,Chicane,Chicane,,128,C,loud,progressive,rhythmic,old,vocal,electronic,beautiful,cute,light,high,melodic,passive,male,,calm,techno,,D:\Music\All\Chicane - Middledistancerunner (Adam Young).mp3
Offshore,Chicane,Chicane,,128,Fm,loud,slow,flowing,old,electro,electronic,beautiful,chill,light,high,melodic,passive,ambient,,calm,chillout atmospheric,,D:\Music\All\Chicane - Offshore.mp3
Saltwater,Chicane,Chicane,,131,Fm,loud,fast,rhythmic,old,vocal,electronic,beautiful,chill,light,high,melodic,passive,female,,calm,chillout atmospheric,,D:\Music\All\Chicane - Saltwater.mp3
Pieces,Chimes,Chimes,,128,Cm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,positive happy,house,,D:\Music\All\Chimes - Pieces.mp3
Changes,Chris Lake,Chris Lake,,127,Am,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,passive,female,,positive,house,,D:\Music\All\Chris Lake - Changes (Laura V).mp3
Only One,Chris Lake,The Underground 2009,Other,127,C#m,loud,progressive,rhythmic,new,vocal,electronic,cool,serious,heavy,deep,melodic dance,active,female,strong,tense,house,timeless,D:\Music\All\Chris Lake - Only One.mp3
Porto Hustle,Chris Montana,Chris Montana,,128,Cm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive,house,,D:\Music\All\Chris Montana - Porto Hustle (The Bora Bora Chicks Chriss Ortega).mp3
Johnny B Goode,Chuck Berry,Chuck Berry,,84,Gm,loud,fast,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,male,,positive happy uplifting,rock,,D:\Music\All\Chuck Berry - Johnny B Goode.mp3
Covenant,Cinematic Posthaste Music,Cinematic Posthaste Music,,128,E,loud,slow,flowing,new,vocal,electronic,epic,serious,light,high,melodic,active,male female chorus,balanced,positive uplifting,atmospheric,intrumental,D:\Music\All\Cinematic Posthaste Music - Covenant.mp3
Mystify,Claes Rosen,Claes Rosen,,126,Gm,loud,progressive,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,ambient,,calm,techno,,D:\Music\All\Claes Rosen - Mystify (Dinka).mp3
No Eyes,Claptone,Claptone,,120,Fm,loud,progressive,rhythmic,new,vocal,electronic,funky,chill,light,deep,melodic,passive,male,balanced,calm,house,timeless,D:\Music\All\Claptone - No Eyes (Jaw).mp3
The Music Got Me,Claptone,Claptone,,125,F#m,loud,progressive,rhythmic,new,vocal,electronic,funky,serious,heavy,deep,minimal,active,male,balanced,positive,house,,D:\Music\All\Claptone - The Music Got Me (Darius Syrossian).mp3
Bruised Water,Chicane,Chicane,,131,Fm,loud,progressive,rhythmic,new,vocal,electronic,beautiful,cute,light,high,melodic,active,female,,calm,techno,,D:\Music\All\Chicane - Bruised Water (Natasha Bedingfield Adam K Soha).mp3
Into The Valley,Classixx,Classixx,,123,Ebm,loud,progressive,rhythmic,new,vocal,electronic,funky,chill,light,high,melodic,passive,male,balanced,positive,house,,D:\Music\All\Classixx - Into The Valley (Karl Dixon Julio Bashmore).mp3
Zefiro Torna,Claudio Monteverdi,Madrigal Concertati,Madrigals,100,G,quiet,slow,flowing,classical,vocal,classic,funky,cute,light,high,melodic,active,male,gentle,positive happy uplifting,atmospheric,timeless intrumental,D:\Music\All\Claudio Monteverdi - Zefiro Torna.mp3
All I Do,Cleptomaniacs,Cleptomaniacs,,126,G#m,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,passive,male,,positive,house,,D:\Music\All\Cleptomaniacs - All I Do (Bryan Chambers).mp3
Left Your Love,Climbers,Climbers,,123,Am,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy,house,timeless,D:\Music\All\Climbers - Left Your Love (Yasmine Azaiez).mp3
Flashback,Calvin Harris,Calvin Harris,Other,128,Am,loud,fast,flowing,modern,vocal,electronic,epic,cute,light,high,melodic dance,active,male,balanced,positive,house techno,timeless,D:\Music\All\Calvin Harris - Flashback.mp3
A Real Hero,College,College,Other,112,F,loud,slow,flowing,old,vocal,electronic,beautiful,cute,light,high,melodic,passive,female,gentle,sad,atmospheric,vika timeless,D:\Music\All\College - A Real Hero (Electric Youth).mp3
Sixteen Reasons,Connie Stevens,Connie Stevens,,74,Bb,loud,slow,flowing,classy,vocal,acoustic,funky,cute,light,high,melodic,active,female,gentle,positive happy,pop,intrumental,D:\Music\All\Connie Stevens - Sixteen Reasons.mp3
Brimful Of Asha,Cornershop,Cornershop,,126,Ebm,loud,fast,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,male,,positive happy,techno pop,,D:\Music\All\Cornershop - Brimful Of Asha (Norman Cook Tjinder Singh).mp3
Fortunate Son,Creedence Clearwater Revival,Creedence Clearwater Revival,,132,Gm,loud,fast,flowing,old,vocal,guitar,cool,serious,light,high,melodic,active,male,,positive,rock,,D:\Music\All\Creedence Clearwater Revival - Fortunate Son.mp3
Paradise,Coldplay,Coldplay,,70,Cm,loud,slow,flowing,new,vocal,electronic,cool,serious,heavy,high,melodic,active,male,,positive,techno pop,,D:\Music\All\Coldplay - Paradise (Mostafa Negm).mp3
101,Cristoph,Cristoph,,122,Dm,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,minimal,active,male,balanced,positive happy uplifting,house,timeless,D:\Music\All\Cristoph - 101.mp3
Gypsy Woman,Crystal Waters,Crystal Waters,,120,Am,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,passive,female,,positive,house,timeless,D:\Music\All\Crystal Waters - Gypsy Woman.mp3
Move On Up,Curtis Mayfield,Curtis Mayfield,,128,Em,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,calm,house,,D:\Music\All\Curtis Mayfield - Move On Up (Djoko).mp3
Time After Time,Cyndi Lauper,Cyndi Lauper,Other,130,Am,loud,slow,flowing,old,vocal,electronic,beautiful,cute,light,high,melodic,active,male female,soft,sad,pop,timeless,D:\Music\All\Cyndi Lauper - Time After Time.mp3
Count On Me,Chase Status,Chase Status,,130,Gm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive,house,,D:\Music\All\Chase Status - Count On Me (Moko).mp3
Run Through The Jungle,Creedence Clearwater Revival,Creedence Clearwater Revival,,136,Dm,loud,slow,flowing,old,vocal,guitar,cool,serious,light,high,melodic,passive,male,,positive,rock,,D:\Music\All\Creedence Clearwater Revival - Run Through The Jungle.mp3
Can Only Get Better,D Ream Things,D Ream Things,,125,Ebm,loud,fast,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,male,,positive happy uplifting,techno pop,,D:\Music\All\D Ream Things - Can Only Get Better.mp3
Meet Her At The Loveparade,Da Hool,Da Hool,,132,Am,loud,progressive,rhythmic,old,electro,electronic,cool,serious,light,high,dance,active,ambient,,tense,trance,,D:\Music\All\Da Hool - Meet Her At The Loveparade.mp3
Around The World,Daft Punk,Daft Punk,Other,123,Dm,loud,fast,rhythmic,old,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,positive,techno pop,,D:\Music\All\Daft Punk - Around The World (Dj Hp Stardust).mp3
Get Lucky,Daft Punk,Daft Punk,,116,Bm,loud,slow,flowing,new,vocal,electronic,funky,cute,light,high,melodic,active,male,,positive happy,pop,,D:\Music\All\Daft Punk - Get Lucky (Pharrell Williams Nile Rodgers).mp3
Alive 2007,Daft Punk,Daft Punk,,0,Fm,loud,fast,rhythmic,new,vocal,electronic,funky,serious,heavy,high,dance,active,robo,strong,positive happy uplifting,techno pop,long timeless,D:\Music\All\Daft Punk - Alive 2007.mp3
Look For The Woman,Dan Le Sac,Dan Le Sac,,90,Gm,loud,slow,flowing,new,vocal,electronic,beautiful,serious,light,high,melodic,active,male,,calm,pop rap,,D:\Music\All\Dan Le Sac - Look For The Woman (Scroobius Pip).mp3
Clavia Aurea,Da Funk,Da Funk,,122,C#m,loud,progressive,rhythmic,old,vocal,electronic,funky,cute,light,high,melodic,passive,female,,calm,techno,,D:\Music\All\Da Funk - Clavia Aurea (Bescheerer And Szenasi).mp3
Sunchyme,Dario G,Dario G,,128,F,loud,progressive,rhythmic,old,electro,electronic,beautiful funky,cute,light,high,melodic,passive,ambient,,positive,chillout atmospheric,,D:\Music\All\Dario G - Sunchyme (Alex H).mp3
Sunchyme,Dario G,Dario G,,133,E,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive,house,timeless,D:\Music\All\Dario G - Sunchyme.mp3
From Nowhere,Dan Croll,Dan Croll,,176,G#m,loud,slow,flowing,modern,vocal,guitar,funky,serious,light,high,melodic,passive,male,balanced,sad,atmospheric pop,tofix timeless,D:\Music\All\Dan Croll - From Nowhere.mp3
United,Claptone,Claptone,,120,Ebm,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive,house,timeless,D:\Music\All\Claptone - United.mp3
Love Has Gone,Dave Armstrong And Redroche,Dave Armstrong And Redroche,,128,Em,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive,house,,D:\Music\All\Dave Armstrong And Redroche - Love Has Gone (H - Boogie Fonzerelli).mp3
Welcome To My Summer,Dave Pineda Dunkan,Dave Pineda Dunkan,,127,Am,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,deep,melodic,active,female,soft,positive happy uplifting,house techno,timeless,D:\Music\All\Dave Pineda Dunkan - Welcome To My Summer.mp3
Feel The Beat,Darude,Darude,,138,Ebm,loud,fast,rhythmic,old,vocal,electronic,beautiful epic,serious,heavy,high,melodic,active,female,,tense,atmospheric trance,timeless,D:\Music\All\Darude - Feel The Beat.mp3
Change,Daphne,Daphne,,122,Dm,loud,slow,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,passive,female,,positive,house,,D:\Music\All\Daphne - Change (Fathers Of Sound).mp3
Danzer,Darius Syrossian,Darius Syrossian,,126,Cm,loud,progressive,rhythmic,new,vocal,electronic,funky,chill,light,deep,melodic,active,female,balanced,calm,house,,D:\Music\All\Darius Syrossian - Danzer.mp3
Delirious,David Guetta,David Guetta,,128,Bm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy,techno pop,,D:\Music\All\David Guetta - Delirious (Tara Mc Donald).mp3
Just A Little More Love,David Guetta,David Guetta,,126,Am,loud,fast,flowing,new,vocal,electronic,funky,serious,heavy,high,melodic,passive,male,,positive,techno pop,,D:\Music\All\David Guetta - Just A Little More Love.mp3
Sexy Bitch,David Guetta,David Guetta,,130,G,loud,fast,rhythmic,new,vocal,electronic,funky,cute,heavy,high,melodic,active,male,,tense,techno pop,,D:\Music\All\David Guetta - Sexy Bitch (Akon).mp3
Titanium,David Guetta,David Guetta,Other,126,Cm,loud,fast,flowing,modern,vocal,electronic,cool,serious,heavy,high,melodic,active,female,balanced,calm,techno pop,,D:\Music\All\David Guetta - Titanium (Sia).mp3
Baby When The Light,David Guetta,David Guetta,,130,Cm,loud,fast,flowing,new,vocal,electronic,funky,serious,heavy,high,melodic,passive,female,,tense,techno pop,,D:\Music\All\David Guetta - Baby When The Light.mp3
Window Shopper,50 Cent,50 Cent,,174,Cm,loud,slow,flowing,modern,vocal,electronic,cool,naughty,light,deep,melodic,passive,male,balanced,sad,rap,,D:\Music\All\50 Cent - Window Shopper.mp3
Point Of View,Db Boulevard,Db Boulevard,,129,C#m,loud,fast,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive,techno pop,,D:\Music\All\Db Boulevard - Point Of View.mp3
You Spin Me Round,Dead Or Alive,Dead Or Alive,,128,F#m,loud,fast,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,male,,calm,techno pop,,D:\Music\All\Dead Or Alive - You Spin Me Round.mp3
Arguru,Deadmau5,Deadmau5,Blues,128,Em,loud,progressive,rhythmic,modern,electro,electronic,cool,serious,heavy,deep,minimal,active,industrial,strong,calm,house techno,,D:\Music\All\Deadmau5 - Arguru.mp3
Faxing Berlin,Deadmau5,Deadmau5,,128,Dm,loud,progressive,rhythmic,new,electro,electronic,funky,serious,heavy,deep,melodic,passive,ambient,,calm,house techno,,D:\Music\All\Deadmau5 - Faxing Berlin.mp3
Hybrid,Deadmau5,Deadmau5,Blues,127,Bm,loud,progressive,rhythmic,modern,electro,electronic,cool,cute,heavy,deep,minimal,active,ambient,balanced,calm,house techno,,D:\Music\All\Deadmau5 - Hybrid.mp3
I Want You,Deadmau5,Deadmau5,Blues,128,Em,loud,progressive,rhythmic,modern,vocal,electronic,cool,serious,heavy,deep,minimal,active,female,strong,tense,house techno,timeless,D:\Music\All\Deadmau5 - I Want You.mp3
Jaded,Deadmau5,Deadmau5,,128,Bm,loud,progressive,rhythmic,modern,electro,electronic,funky,cute,light,high,melodic,active,ambient,,positive uplifting,house techno,timeless,D:\Music\All\Deadmau5 - Jaded.mp3
Not Exactly,Deadmau5,Deadmau5,Blues,128,F,loud,progressive,rhythmic,modern,electro,electronic,funky,cute,heavy,deep,minimal,active,ambient,strong,calm,house techno,timeless,D:\Music\All\Deadmau5 - Not Exactly (Soft).mp3
Heal Me,Daveij,Daveij,Other,129,G#m,loud,progressive,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,ambient,balanced,positive,techno,timeless,D:\Music\All\Daveij - Heal Me (Trust).mp3
Strobe,Deadmau5,Deadmau5,,128,G#m,loud,progressive,flowing,modern,electro,electronic,beautiful,cute,heavy,high,melodic,active,ambient,balanced,calm,techno,tofix timeless,D:\Music\All\Deadmau5 - Strobe.mp3
Tiny Dancer,Deadmau5,Deadmau5,,125,Am,loud,progressive,rhythmic,modern,vocal,electronic,beautiful,cute,heavy,high,melodic,active,male,balanced,calm,house techno,timeless,D:\Music\All\Deadmau5 - Tiny Dancer (Marco Demark).mp3
Tiny Dancer,Deadmau5,Deadmau5,,125,Am,loud,progressive,rhythmic,modern,vocal,electronic,beautiful,cute,light,high,melodic,active,male,,positive uplifting,house techno,timeless,D:\Music\All\Deadmau5 - Tiny Dancer.mp3
Alone With You,Deadmou5,Deadmou5,Blues,128,Ebm,loud,progressive,rhythmic,modern,electro,electronic,cool,cute,heavy,deep,minimal,active,ambient,balanced,calm,house techno,timeless,D:\Music\All\Deadmou5 - Alone With You.mp3
Groove Is In The Heart,Dee Lite,Dee Lite,,119,G#m,loud,progressive,rhythmic,old,vocal,electronic,funky,cute,light,high,melodic,active,male female,balanced,positive happy,techno pop,timeless,D:\Music\All\Dee Lite - Groove Is In The Heart.mp3
Groove Is In The Heart,Deee Lite,Deee Lite,,120,G#m,loud,progressive,flowing,old,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy,techno pop,,D:\Music\All\Deee Lite - Groove Is In The Heart.mp3
Where Them Girls At,David Guetta,David Guetta,,130,Eb,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,male female,,positive happy,techno pop,,D:\Music\All\David Guetta - Where Them Girls At.mp3
Mas Que Nada,Deep Melange,Deep Melange,,128,Fm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy uplifting,house,timeless,D:\Music\All\Deep Melange - Mas Que Nada (Backens Gruenwald).mp3
Hush,Deep Purple,Deep Purple,,109,Fm,loud,slow,flowing,old,vocal,guitar,funky,serious,light,high,melodic,active,male,,positive,rock,,D:\Music\All\Deep Purple - Hush.mp3
In The Music,Deep Swing,Deep Swing,,127,F#m,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,male,,positive happy,house,timeless,D:\Music\All\Deep Swing - In The Music (Sarcy).mp3
Give It Away,Deepest Blue,Deepest Blue,Other,128,Bbm,loud,fast,flowing,old,vocal,electronic,beautiful,cute,light,high,melodic,active,male,balanced,calm,techno pop,vika timeless,D:\Music\All\Deepest Blue - Give It Away.mp3
